zone_id,ts,temperature_c,humidity_pct,solar_irradiance
1,2025-12-06 09:00:00,23.4,55.4,587.1
2,2025-12-06 09:00:00,37.8,37.1,121.6
3,2025-12-06 09:00:00,38.2,60.0,489.6
4,2025-12-06 09:00:00,21.2,71.3,543.0
1,2025-12-06 10:00:00,37.6,64.1,671.3
2,2025-12-06 10:00:00,35.2,59.7,271.9
3,2025-12-06 10:00:00,20.4,31.5,756.1
4,2025-12-06 10:00:00,30.3,78.1,532.1
1,2025-12-06 11:00:00,36.5,72.2,287.6
2,2025-12-06 11:00:00,29.5,35.9,485.0
3,2025-12-06 11:00:00,23.5,66.9,619.8
4,2025-12-06 11:00:00,30.3,44.0,809.5
1,2025-12-06 12:00:00,38.6,67.6,585.6
2,2025-12-06 12:00:00,21.7,35.3,770.0
3,2025-12-06 12:00:00,36.4,44.7,616.1
4,2025-12-06 12:00:00,31.7,50.3,841.1
1,2025-12-06 13:00:00,18.8,43.6,444.1
2,2025-12-06 13:00:00,25.8,39.2,694.9
3,2025-12-06 13:00:00,21.6,49.7,404.9
4,2025-12-06 13:00:00,37.8,34.2,216.3
1,2025-12-06 14:00:00,20.9,65.7,691.6
2,2025-12-06 14:00:00,29.7,52.4,124.0
3,2025-12-06 14:00:00,23.5,45.5,154.3
4,2025-12-06 14:00:00,31.8,43.8,551.3
1,2025-12-06 15:00:00,26.5,48.6,645.9
2,2025-12-06 15:00:00,34.2,59.1,822.2
3,2025-12-06 15:00:00,28.8,44.6,553.4
4,2025-12-06 15:00:00,26.8,38.8,824.1
1,2025-12-06 16:00:00,21.9,53.8,549.1
2,2025-12-06 16:00:00,29.3,65.3,674.8
3,2025-12-06 16:00:00,37.4,32.0,417.8
4,2025-12-06 16:00:00,31.3,69.7,644.0
1,2025-12-06 17:00:00,23.4,42.7,122.3
2,2025-12-06 17:00:00,31.5,50.8,149.1
3,2025-12-06 17:00:00,39.7,54.1,316.2
4,2025-12-06 17:00:00,29.1,48.3,882.9
1,2025-12-06 18:00:00,20.4,33.8,465.6
2,2025-12-06 18:00:00,24.3,42.7,383.9
3,2025-12-06 18:00:00,39.2,32.3,336.0
4,2025-12-06 18:00:00,32.8,36.0,233.3
1,2025-12-06 19:00:00,20.6,50.4,875.0
2,2025-12-06 19:00:00,24.2,76.2,274.7
3,2025-12-06 19:00:00,21.8,30.5,796.0
4,2025-12-06 19:00:00,31.5,68.7,194.9
1,2025-12-06 20:00:00,28.9,33.0,745.2
2,2025-12-06 20:00:00,34.4,48.4,774.5
3,2025-12-06 20:00:00,26.7,48.7,482.0
4,2025-12-06 20:00:00,26.3,77.9,464.4
1,2025-12-06 21:00:00,28.9,43.7,362.5
2,2025-12-06 21:00:00,29.3,71.9,421.1
3,2025-12-06 21:00:00,21.8,39.9,279.8
4,2025-12-06 21:00:00,26.9,30.0,574.6
1,2025-12-06 22:00:00,26.1,65.6,888.2
2,2025-12-06 22:00:00,35.8,72.2,501.6
3,2025-12-06 22:00:00,19.9,39.7,286.3
4,2025-12-06 22:00:00,23.3,73.9,458.9
1,2025-12-06 23:00:00,24.4,45.3,871.5
2,2025-12-06 23:00:00,34.5,39.7,481.2
3,2025-12-06 23:00:00,23.7,54.8,389.5
4,2025-12-06 23:00:00,24.9,35.8,389.3
1,2025-12-07 00:00:00,32.9,62.8,541.2
2,2025-12-07 00:00:00,28.2,33.1,471.4
3,2025-12-07 00:00:00,25.5,70.3,565.6
4,2025-12-07 00:00:00,18.7,71.8,775.0
1,2025-12-07 01:00:00,27.4,36.8,711.3
2,2025-12-07 01:00:00,39.4,61.1,572.5
3,2025-12-07 01:00:00,31.2,55.0,760.8
4,2025-12-07 01:00:00,27.8,75.2,846.3
1,2025-12-07 02:00:00,25.6,55.9,459.8
2,2025-12-07 02:00:00,18.7,59.9,882.3
3,2025-12-07 02:00:00,23.4,73.1,388.5
4,2025-12-07 02:00:00,18.9,76.4,494.3
1,2025-12-07 03:00:00,31.2,68.2,542.0
2,2025-12-07 03:00:00,29.6,30.4,371.2
3,2025-12-07 03:00:00,20.1,54.0,798.7
4,2025-12-07 03:00:00,39.7,77.9,872.9
1,2025-12-07 04:00:00,39.1,50.5,183.0
2,2025-12-07 04:00:00,23.7,44.9,413.4
3,2025-12-07 04:00:00,38.2,58.0,674.7
4,2025-12-07 04:00:00,26.2,72.7,120.5
1,2025-12-07 05:00:00,18.2,38.4,478.3
2,2025-12-07 05:00:00,38.2,67.3,505.9
3,2025-12-07 05:00:00,27.7,66.5,426.9
4,2025-12-07 05:00:00,19.2,45.4,599.0
1,2025-12-07 06:00:00,26.2,55.4,437.5
2,2025-12-07 06:00:00,22.8,32.5,577.5
3,2025-12-07 06:00:00,31.7,78.8,495.6
4,2025-12-07 06:00:00,36.0,44.7,701.6
1,2025-12-07 07:00:00,34.6,73.6,268.5
2,2025-12-07 07:00:00,33.1,49.0,613.5
3,2025-12-07 07:00:00,34.4,68.5,895.7
4,2025-12-07 07:00:00,31.2,66.9,129.7
1,2025-12-07 08:00:00,36.8,57.2,882.5
2,2025-12-07 08:00:00,30.2,79.1,259.8
3,2025-12-07 08:00:00,32.5,56.1,603.9
4,2025-12-07 08:00:00,35.7,61.3,135.0
1,2025-12-07 09:00:00,24.4,30.2,380.9
2,2025-12-07 09:00:00,18.2,43.7,498.5
3,2025-12-07 09:00:00,35.5,62.2,364.8
4,2025-12-07 09:00:00,30.5,67.0,570.3
1,2025-12-07 10:00:00,36.4,37.4,620.8
2,2025-12-07 10:00:00,31.4,73.1,659.2
3,2025-12-07 10:00:00,30.6,45.7,640.6
4,2025-12-07 10:00:00,38.4,45.2,446.8
1,2025-12-07 11:00:00,32.7,33.3,490.0
2,2025-12-07 11:00:00,36.2,69.6,678.7
3,2025-12-07 11:00:00,35.9,42.9,130.2
4,2025-12-07 11:00:00,39.7,34.6,635.3
1,2025-12-07 12:00:00,21.6,61.4,321.7
2,2025-12-07 12:00:00,39.2,36.2,346.8
3,2025-12-07 12:00:00,24.2,45.2,384.2
4,2025-12-07 12:00:00,22.0,52.5,533.5
1,2025-12-07 13:00:00,39.5,38.7,460.8
2,2025-12-07 13:00:00,20.7,40.2,334.0
3,2025-12-07 13:00:00,25.8,70.1,150.8
4,2025-12-07 13:00:00,39.3,59.7,564.0
1,2025-12-07 14:00:00,24.1,37.4,878.7
2,2025-12-07 14:00:00,39.2,48.5,898.8
3,2025-12-07 14:00:00,35.0,56.1,130.7
4,2025-12-07 14:00:00,37.6,66.2,308.6
1,2025-12-07 15:00:00,18.9,68.5,587.3
2,2025-12-07 15:00:00,21.8,72.8,230.3
3,2025-12-07 15:00:00,19.0,47.6,217.1
4,2025-12-07 15:00:00,30.0,56.6,640.0
1,2025-12-07 16:00:00,31.0,46.4,540.6
2,2025-12-07 16:00:00,31.2,31.1,783.8
3,2025-12-07 16:00:00,35.4,70.7,835.1
4,2025-12-07 16:00:00,23.0,30.8,451.3
1,2025-12-07 17:00:00,34.7,42.3,778.4
2,2025-12-07 17:00:00,34.3,41.0,573.3
3,2025-12-07 17:00:00,30.5,46.8,755.2
4,2025-12-07 17:00:00,28.8,50.9,608.0
1,2025-12-07 18:00:00,34.2,58.7,762.1
2,2025-12-07 18:00:00,33.0,36.2,473.5
3,2025-12-07 18:00:00,23.6,75.7,532.9
4,2025-12-07 18:00:00,38.9,54.5,562.2
1,2025-12-07 19:00:00,23.4,53.5,840.0
2,2025-12-07 19:00:00,28.2,43.6,585.0
3,2025-12-07 19:00:00,31.9,58.5,591.8
4,2025-12-07 19:00:00,37.7,48.9,690.4
1,2025-12-07 20:00:00,35.3,62.5,324.0
2,2025-12-07 20:00:00,25.8,72.0,675.8
3,2025-12-07 20:00:00,34.5,46.2,115.9
4,2025-12-07 20:00:00,34.9,71.0,729.6
1,2025-12-07 21:00:00,39.8,79.8,204.0
2,2025-12-07 21:00:00,23.1,77.9,567.2
3,2025-12-07 21:00:00,20.5,37.8,527.6
4,2025-12-07 21:00:00,37.7,74.3,555.2
1,2025-12-07 22:00:00,24.6,47.2,889.7
2,2025-12-07 22:00:00,39.3,48.6,709.1
3,2025-12-07 22:00:00,36.3,68.4,856.3
4,2025-12-07 22:00:00,19.8,65.8,184.3
1,2025-12-07 23:00:00,28.2,35.3,834.4
2,2025-12-07 23:00:00,20.0,52.7,241.3
3,2025-12-07 23:00:00,21.0,65.4,373.2
4,2025-12-07 23:00:00,36.9,36.2,546.9
1,2025-12-08 00:00:00,22.4,44.4,574.7
2,2025-12-08 00:00:00,33.6,59.7,733.2
3,2025-12-08 00:00:00,36.4,75.1,223.7
4,2025-12-08 00:00:00,21.4,55.8,272.5
1,2025-12-08 01:00:00,38.7,34.9,745.4
2,2025-12-08 01:00:00,34.0,43.8,741.5
3,2025-12-08 01:00:00,33.6,37.4,842.3
4,2025-12-08 01:00:00,32.4,71.7,641.4
1,2025-12-08 02:00:00,23.4,60.2,453.4
2,2025-12-08 02:00:00,22.5,49.5,719.8
3,2025-12-08 02:00:00,22.0,67.1,199.0
4,2025-12-08 02:00:00,19.1,49.3,700.9
1,2025-12-08 03:00:00,18.1,53.6,308.7
2,2025-12-08 03:00:00,34.3,41.2,174.0
3,2025-12-08 03:00:00,29.9,30.1,510.4
4,2025-12-08 03:00:00,30.7,43.1,871.1
1,2025-12-08 04:00:00,22.7,57.6,829.7
2,2025-12-08 04:00:00,36.4,41.3,300.0
3,2025-12-08 04:00:00,27.5,75.5,680.5
4,2025-12-08 04:00:00,28.6,75.3,354.3
1,2025-12-08 05:00:00,33.5,41.0,835.5
2,2025-12-08 05:00:00,38.8,63.1,120.9
3,2025-12-08 05:00:00,27.8,53.7,747.4
4,2025-12-08 05:00:00,30.6,80.0,315.6
1,2025-12-08 06:00:00,21.5,31.0,511.4
2,2025-12-08 06:00:00,24.5,37.7,291.9
3,2025-12-08 06:00:00,33.1,63.3,193.4
4,2025-12-08 06:00:00,27.9,75.3,792.9
1,2025-12-08 07:00:00,38.9,65.0,141.9
2,2025-12-08 07:00:00,35.6,60.4,783.5
3,2025-12-08 07:00:00,38.3,46.7,232.8
4,2025-12-08 07:00:00,19.5,55.0,205.3
1,2025-12-08 08:00:00,32.5,41.5,198.8
2,2025-12-08 08:00:00,36.2,60.2,362.1
3,2025-12-08 08:00:00,38.1,43.8,348.0
4,2025-12-08 08:00:00,39.7,62.6,477.7
1,2025-12-08 09:00:00,39.2,33.5,174.2
2,2025-12-08 09:00:00,33.1,37.6,534.5
3,2025-12-08 09:00:00,25.4,73.4,892.8
4,2025-12-08 09:00:00,39.5,37.3,169.4
1,2025-12-08 10:00:00,21.0,51.9,245.0
2,2025-12-08 10:00:00,23.2,32.4,206.2
3,2025-12-08 10:00:00,39.1,66.3,462.8
4,2025-12-08 10:00:00,22.7,76.2,163.8
1,2025-12-08 11:00:00,34.7,72.6,667.2
2,2025-12-08 11:00:00,28.2,65.1,435.1
3,2025-12-08 11:00:00,20.1,54.4,820.8
4,2025-12-08 11:00:00,35.3,76.3,100.4
1,2025-12-08 12:00:00,27.3,36.8,498.0
2,2025-12-08 12:00:00,36.5,59.6,727.7
3,2025-12-08 12:00:00,22.5,68.7,170.3
4,2025-12-08 12:00:00,20.0,45.6,209.5
1,2025-12-08 13:00:00,29.4,78.8,539.7
2,2025-12-08 13:00:00,22.1,58.5,540.3
3,2025-12-08 13:00:00,34.4,55.9,250.8
4,2025-12-08 13:00:00,32.1,64.4,514.1
1,2025-12-08 14:00:00,29.8,46.5,540.6
2,2025-12-08 14:00:00,29.4,32.1,243.0
3,2025-12-08 14:00:00,32.8,58.7,683.9
4,2025-12-08 14:00:00,20.0,62.2,212.7
1,2025-12-08 15:00:00,38.3,47.2,843.0
2,2025-12-08 15:00:00,30.1,40.3,680.2
3,2025-12-08 15:00:00,19.1,50.4,523.6
4,2025-12-08 15:00:00,37.4,65.1,795.3
1,2025-12-08 16:00:00,39.4,42.6,428.7
2,2025-12-08 16:00:00,31.7,30.9,273.1
3,2025-12-08 16:00:00,38.1,52.0,669.9
4,2025-12-08 16:00:00,29.7,34.7,213.6
1,2025-12-08 17:00:00,34.8,66.8,422.9
2,2025-12-08 17:00:00,36.9,78.2,360.8
3,2025-12-08 17:00:00,34.9,61.2,791.5
4,2025-12-08 17:00:00,37.9,59.0,386.8
1,2025-12-08 18:00:00,37.5,46.5,813.7
2,2025-12-08 18:00:00,27.8,36.6,477.8
3,2025-12-08 18:00:00,29.2,48.9,501.2
4,2025-12-08 18:00:00,22.1,69.7,716.7
1,2025-12-08 19:00:00,20.5,76.4,501.3
2,2025-12-08 19:00:00,22.9,30.7,590.8
3,2025-12-08 19:00:00,34.5,37.6,197.5
4,2025-12-08 19:00:00,26.2,39.9,669.7
1,2025-12-08 20:00:00,39.0,35.0,723.7
2,2025-12-08 20:00:00,27.4,49.0,324.5
3,2025-12-08 20:00:00,39.6,40.3,586.7
4,2025-12-08 20:00:00,40.0,54.8,629.5
1,2025-12-08 21:00:00,19.9,65.9,788.4
2,2025-12-08 21:00:00,31.3,34.6,774.8
3,2025-12-08 21:00:00,30.1,78.2,332.3
4,2025-12-08 21:00:00,20.3,59.6,595.6
1,2025-12-08 22:00:00,26.6,42.8,308.8
2,2025-12-08 22:00:00,26.9,48.4,636.8
3,2025-12-08 22:00:00,29.7,45.3,768.5
4,2025-12-08 22:00:00,26.6,70.8,699.0
1,2025-12-08 23:00:00,32.1,49.5,252.4
2,2025-12-08 23:00:00,33.7,38.3,182.7
3,2025-12-08 23:00:00,18.4,70.1,757.3
4,2025-12-08 23:00:00,34.4,34.1,875.5
1,2025-12-09 00:00:00,34.6,61.2,733.7
2,2025-12-09 00:00:00,35.7,61.9,897.0
3,2025-12-09 00:00:00,32.4,79.3,825.6
4,2025-12-09 00:00:00,27.9,45.6,413.1
1,2025-12-09 01:00:00,18.7,54.1,275.7
2,2025-12-09 01:00:00,35.8,77.6,516.4
3,2025-12-09 01:00:00,21.0,79.1,560.1
4,2025-12-09 01:00:00,21.0,40.1,760.3
1,2025-12-09 02:00:00,37.0,43.8,791.2
2,2025-12-09 02:00:00,32.0,71.9,632.3
3,2025-12-09 02:00:00,29.2,52.7,363.4
4,2025-12-09 02:00:00,31.3,48.4,515.5
1,2025-12-09 03:00:00,19.8,73.7,831.1
2,2025-12-09 03:00:00,20.8,67.4,834.4
3,2025-12-09 03:00:00,37.9,45.6,454.9
4,2025-12-09 03:00:00,34.3,79.0,576.2
1,2025-12-09 04:00:00,33.3,62.7,668.9
2,2025-12-09 04:00:00,29.1,40.5,129.0
3,2025-12-09 04:00:00,20.0,54.5,393.7
4,2025-12-09 04:00:00,39.8,47.2,200.1
1,2025-12-09 05:00:00,30.5,39.6,430.2
2,2025-12-09 05:00:00,20.3,44.1,868.2
3,2025-12-09 05:00:00,28.9,53.6,521.4
4,2025-12-09 05:00:00,30.4,55.5,295.7
1,2025-12-09 06:00:00,19.5,36.6,628.4
2,2025-12-09 06:00:00,18.0,42.9,713.9
3,2025-12-09 06:00:00,36.1,37.7,885.1
4,2025-12-09 06:00:00,21.7,50.8,108.0
1,2025-12-09 07:00:00,19.0,61.2,253.3
2,2025-12-09 07:00:00,36.2,64.5,215.3
3,2025-12-09 07:00:00,24.7,55.8,778.6
4,2025-12-09 07:00:00,30.5,37.0,325.4
1,2025-12-09 08:00:00,33.5,64.1,712.2
2,2025-12-09 08:00:00,31.5,45.7,217.4
3,2025-12-09 08:00:00,38.2,66.7,615.5
4,2025-12-09 08:00:00,31.8,44.9,642.7
1,2025-12-09 09:00:00,22.5,79.0,183.1
2,2025-12-09 09:00:00,23.5,46.9,348.5
3,2025-12-09 09:00:00,24.9,50.7,539.0
4,2025-12-09 09:00:00,37.4,59.1,858.8
1,2025-12-09 10:00:00,30.7,75.5,163.6
2,2025-12-09 10:00:00,33.4,79.4,536.8
3,2025-12-09 10:00:00,21.6,38.5,645.2
4,2025-12-09 10:00:00,23.8,55.7,670.8
1,2025-12-09 11:00:00,38.9,44.5,144.3
2,2025-12-09 11:00:00,18.2,63.7,624.5
3,2025-12-09 11:00:00,31.5,58.8,658.0
4,2025-12-09 11:00:00,29.2,30.5,247.2
1,2025-12-09 12:00:00,38.5,53.7,337.8
2,2025-12-09 12:00:00,21.6,69.8,513.9
3,2025-12-09 12:00:00,20.1,51.1,537.5
4,2025-12-09 12:00:00,37.6,53.9,445.8
1,2025-12-09 13:00:00,28.1,32.3,177.7
2,2025-12-09 13:00:00,35.9,35.5,784.7
3,2025-12-09 13:00:00,37.3,43.0,146.3
4,2025-12-09 13:00:00,22.3,56.4,526.5
1,2025-12-09 14:00:00,26.3,36.2,818.8
2,2025-12-09 14:00:00,29.6,51.5,862.4
3,2025-12-09 14:00:00,19.7,73.3,825.4
4,2025-12-09 14:00:00,29.7,66.1,652.5
1,2025-12-09 15:00:00,23.7,37.9,362.3
2,2025-12-09 15:00:00,18.3,36.3,232.2
3,2025-12-09 15:00:00,22.0,31.6,386.3
4,2025-12-09 15:00:00,28.1,61.0,480.7
1,2025-12-09 16:00:00,32.7,61.2,804.8
2,2025-12-09 16:00:00,20.0,71.1,172.2
3,2025-12-09 16:00:00,26.3,37.8,501.7
4,2025-12-09 16:00:00,37.3,49.3,832.2
1,2025-12-09 17:00:00,37.9,66.5,126.3
2,2025-12-09 17:00:00,31.3,37.8,899.9
3,2025-12-09 17:00:00,21.7,39.4,289.6
4,2025-12-09 17:00:00,31.2,72.4,391.5
1,2025-12-09 18:00:00,22.6,36.6,783.7
2,2025-12-09 18:00:00,29.2,51.8,777.6
3,2025-12-09 18:00:00,19.6,34.9,219.7
4,2025-12-09 18:00:00,25.9,66.8,388.8
1,2025-12-09 19:00:00,24.5,72.8,656.2
2,2025-12-09 19:00:00,23.2,65.7,387.0
3,2025-12-09 19:00:00,31.7,52.9,754.3
4,2025-12-09 19:00:00,33.0,46.2,856.4
1,2025-12-09 20:00:00,24.3,30.1,416.9
2,2025-12-09 20:00:00,29.6,40.7,583.0
3,2025-12-09 20:00:00,31.7,38.1,544.9
4,2025-12-09 20:00:00,39.6,68.5,643.5
1,2025-12-09 21:00:00,38.0,68.0,501.0
2,2025-12-09 21:00:00,37.3,75.8,720.1
3,2025-12-09 21:00:00,37.6,42.4,523.8
4,2025-12-09 21:00:00,31.3,52.2,779.6
1,2025-12-09 22:00:00,23.7,31.6,200.9
2,2025-12-09 22:00:00,29.9,68.2,657.4
3,2025-12-09 22:00:00,37.0,61.5,168.1
4,2025-12-09 22:00:00,20.7,37.9,678.4
1,2025-12-09 23:00:00,39.9,38.3,859.0
2,2025-12-09 23:00:00,36.6,41.0,740.0
3,2025-12-09 23:00:00,39.5,50.8,532.9
4,2025-12-09 23:00:00,25.9,52.5,242.4
1,2025-12-10 00:00:00,33.7,64.0,599.4
2,2025-12-10 00:00:00,20.7,69.4,155.2
3,2025-12-10 00:00:00,39.7,78.4,504.4
4,2025-12-10 00:00:00,27.1,43.7,793.1
1,2025-12-10 01:00:00,24.1,75.3,324.3
2,2025-12-10 01:00:00,38.0,73.2,482.4
3,2025-12-10 01:00:00,35.2,71.1,435.1
4,2025-12-10 01:00:00,24.1,41.4,146.7
1,2025-12-10 02:00:00,37.5,47.0,761.0
2,2025-12-10 02:00:00,27.4,64.3,439.9
3,2025-12-10 02:00:00,36.0,30.8,717.6
4,2025-12-10 02:00:00,22.2,63.0,353.1
1,2025-12-10 03:00:00,24.4,71.1,219.2
2,2025-12-10 03:00:00,19.3,68.1,684.2
3,2025-12-10 03:00:00,22.1,56.6,208.4
4,2025-12-10 03:00:00,34.0,49.8,820.8
1,2025-12-10 04:00:00,22.7,54.8,602.3
2,2025-12-10 04:00:00,22.7,67.9,597.1
3,2025-12-10 04:00:00,26.8,69.9,366.6
4,2025-12-10 04:00:00,32.0,67.6,312.6
1,2025-12-10 05:00:00,22.8,54.2,588.7
2,2025-12-10 05:00:00,39.4,53.5,393.6
3,2025-12-10 05:00:00,18.2,39.5,888.9
4,2025-12-10 05:00:00,34.8,79.3,701.8
1,2025-12-10 06:00:00,39.8,64.5,736.2
2,2025-12-10 06:00:00,27.0,62.5,744.8
3,2025-12-10 06:00:00,29.2,33.3,279.9
4,2025-12-10 06:00:00,26.2,67.6,801.4
1,2025-12-10 07:00:00,29.2,57.0,323.4
2,2025-12-10 07:00:00,31.1,45.7,840.8
3,2025-12-10 07:00:00,18.2,64.8,338.6
4,2025-12-10 07:00:00,35.7,73.2,447.7
1,2025-12-10 08:00:00,27.9,32.2,231.1
2,2025-12-10 08:00:00,32.1,69.9,617.3
3,2025-12-10 08:00:00,26.3,36.8,824.1
4,2025-12-10 08:00:00,26.0,47.7,893.4
1,2025-12-10 09:00:00,30.3,40.1,708.1
2,2025-12-10 09:00:00,39.6,61.2,732.8
3,2025-12-10 09:00:00,31.5,76.9,728.7
4,2025-12-10 09:00:00,34.0,40.3,498.4
1,2025-12-10 10:00:00,18.9,39.9,293.2
2,2025-12-10 10:00:00,29.7,64.0,128.2
3,2025-12-10 10:00:00,31.7,53.4,366.3
4,2025-12-10 10:00:00,27.9,59.8,598.5
1,2025-12-10 11:00:00,29.3,57.5,332.1
2,2025-12-10 11:00:00,18.5,39.5,303.6
3,2025-12-10 11:00:00,19.0,69.4,877.7
4,2025-12-10 11:00:00,18.3,42.4,370.6
1,2025-12-10 12:00:00,21.6,46.5,420.1
2,2025-12-10 12:00:00,19.0,67.4,209.8
3,2025-12-10 12:00:00,27.2,60.7,532.8
4,2025-12-10 12:00:00,18.6,42.2,813.6
1,2025-12-10 13:00:00,37.8,70.2,185.1
2,2025-12-10 13:00:00,34.4,39.9,410.4
3,2025-12-10 13:00:00,25.2,38.9,792.4
4,2025-12-10 13:00:00,24.4,54.2,771.0
1,2025-12-10 14:00:00,33.3,52.8,424.5
2,2025-12-10 14:00:00,35.7,37.8,752.2
3,2025-12-10 14:00:00,30.9,44.0,825.0
4,2025-12-10 14:00:00,19.1,39.3,781.9
1,2025-12-10 15:00:00,39.6,74.3,598.1
2,2025-12-10 15:00:00,25.5,77.9,191.2
3,2025-12-10 15:00:00,18.9,50.3,580.3
4,2025-12-10 15:00:00,27.7,76.4,515.3
1,2025-12-10 16:00:00,28.7,62.7,885.7
2,2025-12-10 16:00:00,27.2,38.3,470.0
3,2025-12-10 16:00:00,37.9,61.7,739.9
4,2025-12-10 16:00:00,29.5,79.3,655.1
1,2025-12-10 17:00:00,38.4,67.3,359.7
2,2025-12-10 17:00:00,39.7,78.4,750.1
3,2025-12-10 17:00:00,30.8,65.9,445.4
4,2025-12-10 17:00:00,21.5,57.4,347.6
1,2025-12-10 18:00:00,35.8,76.7,215.0
2,2025-12-10 18:00:00,25.7,60.0,456.6
3,2025-12-10 18:00:00,28.6,58.0,376.1
4,2025-12-10 18:00:00,36.9,69.8,628.3
1,2025-12-10 19:00:00,32.8,75.0,200.7
2,2025-12-10 19:00:00,33.1,52.1,471.1
3,2025-12-10 19:00:00,30.8,47.8,167.4
4,2025-12-10 19:00:00,19.5,79.0,738.4
1,2025-12-10 20:00:00,32.6,73.7,293.2
2,2025-12-10 20:00:00,35.9,50.0,177.7
3,2025-12-10 20:00:00,31.6,36.9,664.0
4,2025-12-10 20:00:00,24.5,75.1,262.1
1,2025-12-10 21:00:00,32.8,55.2,735.8
2,2025-12-10 21:00:00,18.0,63.1,733.9
3,2025-12-10 21:00:00,27.5,60.8,619.9
4,2025-12-10 21:00:00,39.6,48.4,653.4
1,2025-12-10 22:00:00,36.9,41.0,331.1
2,2025-12-10 22:00:00,33.1,69.5,315.6
3,2025-12-10 22:00:00,18.7,32.5,706.1
4,2025-12-10 22:00:00,20.0,65.4,140.0
1,2025-12-10 23:00:00,32.1,45.6,886.8
2,2025-12-10 23:00:00,36.9,52.3,625.2
3,2025-12-10 23:00:00,24.5,61.7,888.0
4,2025-12-10 23:00:00,26.4,57.9,105.7
1,2025-12-11 00:00:00,19.4,40.5,848.7
2,2025-12-11 00:00:00,18.2,78.4,406.4
3,2025-12-11 00:00:00,38.4,48.9,370.8
4,2025-12-11 00:00:00,20.9,43.5,871.9
1,2025-12-11 01:00:00,29.8,33.1,647.9
2,2025-12-11 01:00:00,36.2,56.2,716.5
3,2025-12-11 01:00:00,32.5,51.1,308.6
4,2025-12-11 01:00:00,23.2,63.4,205.6
1,2025-12-11 02:00:00,24.8,52.6,750.5
2,2025-12-11 02:00:00,23.7,51.9,334.3
3,2025-12-11 02:00:00,31.4,49.9,674.0
4,2025-12-11 02:00:00,35.5,53.1,609.2
1,2025-12-11 03:00:00,18.7,58.0,743.7
2,2025-12-11 03:00:00,39.0,62.9,732.1
3,2025-12-11 03:00:00,39.6,50.6,431.3
4,2025-12-11 03:00:00,32.8,62.7,303.2
1,2025-12-11 04:00:00,24.2,69.7,510.5
2,2025-12-11 04:00:00,38.1,69.3,364.3
3,2025-12-11 04:00:00,21.0,50.7,690.4
4,2025-12-11 04:00:00,39.7,36.0,477.7
1,2025-12-11 05:00:00,18.1,58.6,713.3
2,2025-12-11 05:00:00,28.7,45.8,819.9
3,2025-12-11 05:00:00,30.0,78.3,731.8
4,2025-12-11 05:00:00,26.9,69.0,815.3
1,2025-12-11 06:00:00,38.9,45.9,663.3
2,2025-12-11 06:00:00,28.0,36.4,726.1
3,2025-12-11 06:00:00,38.3,74.2,406.1
4,2025-12-11 06:00:00,24.2,58.5,568.3
1,2025-12-11 07:00:00,21.7,31.9,337.7
2,2025-12-11 07:00:00,31.1,48.9,464.7
3,2025-12-11 07:00:00,31.7,43.2,560.0
4,2025-12-11 07:00:00,33.6,44.1,829.1
1,2025-12-11 08:00:00,18.8,56.2,405.1
2,2025-12-11 08:00:00,20.0,35.2,838.4
3,2025-12-11 08:00:00,29.5,32.2,184.5
4,2025-12-11 08:00:00,22.2,52.5,893.3
1,2025-12-11 09:00:00,26.8,46.7,880.7
2,2025-12-11 09:00:00,18.3,39.5,868.9
3,2025-12-11 09:00:00,33.8,31.3,120.0
4,2025-12-11 09:00:00,30.9,41.8,578.8
1,2025-12-11 10:00:00,28.0,59.5,503.6
2,2025-12-11 10:00:00,32.6,36.8,438.0
3,2025-12-11 10:00:00,34.5,75.1,429.9
4,2025-12-11 10:00:00,34.2,51.2,781.1
1,2025-12-11 11:00:00,29.7,47.2,587.4
2,2025-12-11 11:00:00,33.8,54.3,209.1
3,2025-12-11 11:00:00,30.6,31.4,118.4
4,2025-12-11 11:00:00,33.8,42.4,713.4
1,2025-12-11 12:00:00,33.4,47.4,752.8
2,2025-12-11 12:00:00,32.5,70.5,259.9
3,2025-12-11 12:00:00,29.6,79.8,456.1
4,2025-12-11 12:00:00,26.4,42.6,668.4
1,2025-12-11 13:00:00,19.3,36.7,776.7
2,2025-12-11 13:00:00,26.8,44.8,668.5
3,2025-12-11 13:00:00,21.7,41.5,342.6
4,2025-12-11 13:00:00,23.1,72.6,262.3
1,2025-12-11 14:00:00,27.4,43.4,412.6
2,2025-12-11 14:00:00,21.7,34.9,734.8
3,2025-12-11 14:00:00,26.9,64.2,373.3
4,2025-12-11 14:00:00,29.3,56.0,834.3
1,2025-12-11 15:00:00,31.7,51.5,410.1
2,2025-12-11 15:00:00,39.4,51.3,590.7
3,2025-12-11 15:00:00,32.2,72.4,276.4
4,2025-12-11 15:00:00,28.3,65.4,871.5
1,2025-12-11 16:00:00,28.5,30.9,210.5
2,2025-12-11 16:00:00,29.8,30.8,778.5
3,2025-12-11 16:00:00,34.6,38.6,822.4
4,2025-12-11 16:00:00,22.7,49.3,672.8
1,2025-12-11 17:00:00,21.3,40.5,134.6
2,2025-12-11 17:00:00,38.6,38.6,814.4
3,2025-12-11 17:00:00,27.4,38.4,561.4
4,2025-12-11 17:00:00,34.3,33.7,519.3
1,2025-12-11 18:00:00,24.6,44.2,660.8
